year,title,romanised_title,aka,publishers,year_release,region,platform,rating,consumer_advice,more_info
2018,CAPCOM BELT ACTION COLLECTION,CAPCOM BELT ACTION COLLECTION,CAPCOM BEAT 'EM UP BUNDLE,CAPCOM,2018,ASIA,"Nintendo Switch,Sony Playstation 4",General,na,na
2018,CALL OF CTHULHU,CALL OF CTHULHU,na,FOCUS HOME INTERACTIVE SA,2018,ASIA,"Sony Playstation 4,Xbox One",Mature 18,VIOLENCE AND GORE,"‘Call of Cthulhu’ is a survival-horror adventure game set in 1920s America. The game centres around Edward Pierce, a Boston private investigator who is looking into the mysterious death of the Hawkins family in their mansion on the island of Darkwater. Despite unwelcoming treatment from the unfriendly locals, Pierce delves deeper into his investigation and soon finds himself embroiled with the occult and otherworldly horrors.

This game is rated M18 for violence and gore.

The gameplay revolves around controlling the protagonist to explore various locations from a first-person perspective, talk to the island’s inhabitants and to search for clues. Pierce can engage the assistance of other characters, or employ guile to unlock new paths in order to progress the storyline. The player can upgrade specific skills which allow Pierce to better decipher clues and glean pertinent information during conversations or from the environment.

The game has a strong horror theme, where the player has to explore dark environments while trying to avoid enemies’ detection. Blood splatter is visible when characters are attacked, and stains surrounding surfaces. While exploring, the player may come across locations with blood stains, carcasses and dismembered human limbs. Several scenes depict human characters being stabbed, shot point-blank and repeatedly punched. The stronger scenes depict characters’ eyes being gouged; a deranged character biting his own hand; and a man being impaled through his throat with a sharp rod. These depictions of violence and gore can be permitted under the M18 rating where the guidelines state that “Realistic violence such as killing, maiming or causing serious injury to humanoid characters can be allowed if not sadistic, cruel and abhorrent.”

Coarse language can be occasionally heard in the dialogue, including the use of ‘asshole’, ‘bitch’, ‘bastard’ and infrequent instances of the expletive ‘f**k’. At the M18 rating, the guidelines permit “frequent use of strong coarse language.”"
2018,NICKELODEON KART RACERS,NICKELODEON KART RACERS,na,MAXIMUM GAMES,2018,EURO,Nintendo Switch,General,na,na
2018,PLAYSTATION CLASSIC,PLAYSTATION CLASSIC,na,SONY INTERACTIVE ENTERTAINMENT INC.,2018,ASIA,"Others, please specify",Mature 18,VIOLENCE AND MATURE THEMES,"The ‘Playstation Classic’ is a video game console that is pre-loaded with a compilation of 20 video game titles from the 1990s.

The compilation is rated M18 for violence and mature themes.

Some of the games frequently portray violence, with depictions of blood effects and gore. In ‘Resident Evil: Director’s Cut’, the player controls either Jill Valentine or Chris Redfield, who are elite officers from the Raccoon City Police Department, to fight through a mansion infested with zombies. There is frequent depiction of blood splatter when characters are attacked, and blood pools under corpses. Zombies can sometimes be decapitated when shot. The M18 guidelines allow “Depictions of realistic violence, such as killing, maiming or causing other serious injury to humanoid characters if the violence is not sadistic, cruel and abhorrent”.

In ‘Grand Theft Auto’, the player takes on the role of various criminals working for crime syndicates, and must complete a variety of missions spread across three fictional cities in America. These missions include illegal activities such as stealing cars, assassination, abetting robberies and trafficking illicit goods. The game’s central theme of crime can be accommodated under the M18 guidelines, which permit “Content that requires the player to engage in illegal activities or play the role of a criminal so long as it does not contain detailed instructions for committing crimes”."
2018,RESIDENT EVIL 2 (2019),RESIDENT EVIL 2 (2019),BIOHAZARD RE:2,CAPCOM,2019,ASIA,"PC,Sony Playstation 4,Xbox One X",Mature 18,VIOLENCE AND GORE,"‘Resident Evil 2’ is a survival-horror action game set in America that revolves around two protagonists who stumble upon a zombie outbreak in Raccoon City. Police officer Leon and college student Claire encounter each other on the outskirts while heading towards the city’s police department. Upon arrival, they soon realise that Raccoon City has been overrun by zombies. The pair become separated, and have to find means to survive and ultimately escape.

This game is rated M18 for violence and gore.

Played from a third-person perspective, the player will control either Leon or Claire to explore various locations and solve puzzles in order to advance the story. The player must efficiently manage scarce resources such as health recovery items and ammunition, in order to overcome enemies and progress to new areas. Weapons such as rifles, pistols, flame throwers, blades and explosives can be used in combat against enemies, which include zombies, mutated hounds and an assortment of grotesque-looking creatures.

There is frequent and realistic depiction of violence and gore. Mutilated corpses and blood stains can be seen at locations throughout. The player may also encounter zombies hunched over and feeding on corpses. During combat, blood splatter is depicted when characters are attacked. Often, zombies can be decapitated or dismembered when their heads and limbs are shot at. Some scenes depict human characters being disembowelled, or having their necks bitten and ripped out by zombies. The M18 guidelines state that “Realistic violence such as killing, maiming or causing serious injury to humanoid characters can be allowed if not sadistic, cruel and abhorrent.”

Coarse language such as 'bitch', 'bastard', 'f**k' and its variations can be heard or seen in text during cinematic scenes and during the game. The M18 guidelines permit “frequent use of strong coarse language.”"
2018,8-BIT HORDES,8-BIT HORDES,na,SOEDESCO,2019,EURO,Sony Playstation 4,General,na,na
2018,TRUCK DRIVER (2019),TRUCK DRIVER,na,SOEDESCO,2019,EURO,"Nintendo Switch,Sony Playstation 4,Xbox One",General,na,na
2018,FATE/EXTELLA LINK,FATE/EXTELLA LINK,na,SEGA,2018,ASIA,"Nintendo Switch,Sony Playstation 4,Sony PS Vita",Age Advisory,na,"“Fate/Extella Link” is a hack-and-slash game where the player uses Servants, who are based on mythical heroes, to fight for dominance over a virtual world.

The game is rated Age Advisory (Suitable for 16 & Above).

Played from a third person perspective, the player controls a Servant who fights through hordes of enemies across the stage. During the stage, the player has to complete various missions such as defeating boss characters, fighting enemy Servants or taking over key objectives. A variety of weapons such as swords and spears as well as magical attacks are used to defeat the enemy, who collapse and fade away after their life is depleted.

Some of the female characters’ designs are sexualised, with exaggerated body proportions and large breasts. They can be customised with unlockable costumes such as bikinis and skimpy outfits which expose large portions of their cleavage, though no details of nudity are shown. This would be appropriate under the guidelines for Age Advisory which state “still or moving images which may be mildly suggestive may be featured, e.g. scantily-clad women in bikinis or lingerie”."
2018,ONRUSH,ONRUSH,na,DEEP SILVER,2018,US,"Sony Playstation 4,Xbox One",General,na,na
2018,DÉRACINÉ,DERACINE,na,SONY INTERACTIVE ENTERTAINMENT INC.,2018,ASIA,Sony Playstation 4,General,na,na
2018,THE??????? ~??????,NAMEKO NO PUZZLE: NAMEKO DAI HANSHOKU,na,D3 PUBLISHER,2018,JP,Nintendo Switch,General,na,na
2018,DRAGON QUEST BUILDERS 2,DRAGON QUEST BUILDERS 2,"?????????????2 ?????????????,DRAGON QUEST BUILDERS 2: HAKAISHIN SIDOH TO KARAPPO NO SHIMA",SQUARE ENIX,2018,"ASIA,JP,US","Nintendo Switch,Sony Playstation 4",General,na,na
2018,FITNESS BOXING,FITNESS BOXING,FIT BOXING ?????????,IMAGINEER,2018,"JP,US",Nintendo Switch,General,na,na
2018,THE CALIGULA EFFECT: OVERDOSE,THE CALIGULA EFFECT: OVERDOSE,"CALIGULA: OVERDOSE, ????? ???????","H2 INTERACTIVE CO., LTD.",2018,"ASIA,JP,US","Nintendo Switch,Sony Playstation 4",General,na,na
2018,ONIMUSHA: WARLORDS (2019),ONIMUSHA: WARLORDS,na,CAPCOM,2019,ASIA,"Nintendo Switch,PC,Sony Playstation 4,Xbox One",Age Advisory,na,"“Onimusha: Warlords” is a hack and slash game set in medieval Japan. The wandering samurai, Samanosuke Akechi, receives a letter from Princess Yuki requesting for help. He arrives too late to prevent her from being captured by demons. With the help of the female ninja Kaede, Samanosuke sets out to defeat the demons and rescue Princess Yuki.

This game is rated Age Advisory (Suitable for 16 & Above).

Played from a third person perspective, the player controls the main character Samanosuke to fight through masses of demons who stand in his way. The main weapon of choice is the katana, though the player can pick up other weapons to execute ranged attacks. Defeating enemies will release orbs of different colour, which either restore health, improve skills or grant energy to carry out special attacks. On some stages, the player controls Kaede, who uses different weapons and fighting styles, but the character is not able to absorb orbs.

Blood spurts occur frequently in combat against the various demons and stain the surroundings briefly. However, the blood dissolves when the enemies’ bodies fade away upon defeat. Some scenes show more detailed depictions of violence, such as a man shot in the throat with an arrow; a devil’s hand and fingers severed in a magical explosion; a man stabbing his sword into a devil’s eye.  Under the Age Advisory guidelines, “Realistic but not excessively graphic violence with depiction of blood may be included in gameplay.”

The game contains a cut-scene where a woman transforms into an insect demon. This is depicted by the woman spreading her legs and an insect abdomen emerging from between, followed by the transformation of the rest of her body, amidst her loud groans of agony and pain. While the scene is disturbing, no details of nudity or gore are shown."
2018,TRAILBLAZERS,TRAILBLAZERS,na,RISING STAR GAMES,2018,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2018,JAKE HUNTER DETECTIVE STORY: GHOST OF THE DUSK,JAKE HUNTER DETECTIVE STORY: GHOST OF THE DUSK,na,AKSYS GAMES INC,2018,US,Nintendo 3DS,General,na,na
2018,N.E.R.O.: NOTHING EVER REMAINS OBSCURE,N.E.R.O.: NOTHING EVER REMAINS OBSCURE,na,SOEDESCO,2018,EURO,"Nintendo Switch,Sony Playstation 4,Xbox One",General,na,na
2018,CHICKEN RANGE,CHICKEN RANGE,na,FUNBOX MEDIA,2018,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2018,ANIMA: GATE OF MEMORIES - THE NAMELESS CHRONICLES,ANIMA GATE OF MEMORIES: THE NAMELESS CHRONICLES,na,BADLAND PUBLISHING,2018,EURO,Sony Playstation 4,General,na,na
2018,"POKEMON: LET'S GO, PIKACHU!","POKEMON: LET'S GO, PIKACHU!",na,NINTENDO,2018,ASIA,Nintendo Switch,General,na,na
